city,city_id,country,type_name,rides_badbid_cnt,rides_cnt,badbids_share,badbid_ratio_avg,rides_at_risk
Chouafaa (شوافع),25498,Morocco,auto_econom_dublicate,0,5,0,,0
Colatina,5016,Brazil,moto_econom,1,26,0.202,1.145,0.038
Первое Мая,32127,Кыргызстан,auto_econom,0,2,0,,0
Михайловка,25149,Казахстан,auto_econom,0,3,0,,0
Kosamba,15919,India,auto_econom,0,1,0,,0
Luwuk,7076,Indonesia,auto_econom,0,8,0,,0
Damietta (دمياط),10342,Egypt,moto_econom,0,1,0,,0
Кордай,3915,Казахстан,auto_econom,0,4,0,,0
La Maná,7881,Ecuador,auto_econom,0,3,0,,0
San Vicente de Tagua Tagua,19993,Chile,auto_econom,0,6,0,,0
Кишкенеколь,268,Казахстан,auto_econom,0,2,0,,0
Лобаново,4851,Казахстан,auto_econom,0,3,0,,0
Aguaytía,19930,Peru,auto_econom,0,2,0,,0
Таскарасу,6304,Казахстан,auto_econom,0,1,0,,0
Sololá,7872,Guatemala,auto_econom,0,30,0,,0
Алмалыбак,25620,Казахстан,auto_econom,0,4,0,,0
Paulo Afonso,5008,Brazil,auto_econom,0,6450,0,,0
Bachiang,8642,Laos,auto_econom,0,1,0,,0
Letlhakane,12603,Botswana,auto_econom,0,3,0,,0
Timika,19976,Indonesia,auto_econom,0,2,0,,0
Patacamaya,6845,Bolivia,auto_econom,0,11,0,,0
Нуржау,23874,Казахстан,auto_econom,0,1,0,,0
Raman,16989,India,auto_econom,0,1,0,,0
Naivasha,13234,Kenya,auto_econom,0,3,0,,0
Tiahuanacu,6846,Bolivia,auto_econom,0,4,0,,0
Marhoum,12843,Algeria,auto_econom,0,1,0,,0
Кызылсуат,26857,Казахстан,auto_econom,0,4,0,,0
Боровское,4011,Казахстан,auto_econom,0,1,0,,0
Birigui,20420,Brazil,auto_econom,0,7788,0,,0
Moonak,16356,India,auto_econom,0,1,0,,0
Calceta,4465,Ecuador,auto_econom,0,17,0,,0
Calle Larga,31816,Chile,auto_econom,0,1,0,,0
Rissana Chamalia (ريصانة الشمالية),25339,Morocco,auto_econom_dublicate,0,2,0,,0
Аксуек,23829,Казахстан,auto_econom,0,1,0,,0
Cabo Frio,4551,Brazil,moto_econom,3,27,0.324,1.292,0.111
Thai Mueang,33304,Thailand,Nearby Car (All),0,4,0,,0
Sardulgarh,17218,India,auto_econom,0,1,0,,0
Itaúna,21964,Brazil,moto_econom,1,27,0.155,1.222,0.037
Rurrenbaque,6840,Bolivia,auto_econom,0,1,0,,0
Караозек,3990,Казахстан,auto_econom,0,7,0,,0
Бозанбай,6809,Казахстан,auto_econom,0,6,0,,0
Tocoa,8018,Honduras,auto_econom,0,2,0,,0
Batkhela,23549,Pakistan,auto_econom,0,3,0,,0
Tata (طاطا),43225,Morocco,auto_econom_dublicate,0,1,0,,0
Chonchi,31828,Chile,auto_econom,0,4,0,,0
Таушик,4070,Казахстан,auto_econom,0,1,0,,0
Barretos,7385,Brazil,auto_econom,0,14006,0,,0
Jequié,5004,Brazil,auto_econom,0,14027,0,,0
Ащылысай,6970,Казахстан,auto_econom,0,2,0,,0
Phonthong District,8644,Laos,auto_econom,0,2,0,,0
Santiago de Méndez,4696,Ecuador,auto_econom,0,1,0,,0
Melaab (ملعب),25459,Morocco,auto_econom_dublicate,0,1,0,,0
Mudki,16377,India,auto_econom,0,1,0,,0
Consuelo,7625,Dominican Republic,auto_econom,0,18,0,,0
Santa Lucía,4621,Ecuador,auto_econom,0,1,0,,0
Bordj El Emir Abdelkader,10010,Algeria,auto_econom,0,1,0,,0
Vung Tau,5739,Vietnam,auto_econom,0,2,0,,0
Cariari,7609,Costa Rica,auto_econom,0,9,0,,0
Oyo,6410,Nigeria,auto_econom,0,1,0,,0
Карааул,26,Казахстан,auto_econom,0,1,0,,0
Champhone,8654,Laos,auto_econom,0,5,0,,0
Putaendo,31897,Chile,auto_econom,0,2,0,,0
Metobas (مطوبس‎),23465,Egypt,auto_econom,0,10,0,,0
Aucayacu,19923,Peru,auto_econom,0,2,0,,0
Los Álamos,31871,Chile,auto_econom,0,11,0,,0
Байгетобе,23833,Казахстан,auto_econom,0,4,0,,0
Ayutla,7832,Guatemala,auto_econom,0,1,0,,0
Imintanoute (إمِنتَنوت),11973,Morocco,auto_econom_dublicate,0,8,0,,0
Paragominas,5048,Brazil,auto_econom,0,20830,0,,0
Okahandja,13431,Namibia,auto_econom,0,8,0,,0
Salitre,4456,Ecuador,auto_econom,0,2,0,,0
Перевалка (Жезказган),31740,Казахстан,auto_econom,0,4,0,,0
Yumbel,31932,Chile,auto_econom,0,13,0,,0
Riohacha,4593,Colombia,auto_econom,0,28931,0,,0
Ban Nam Phong,33333,Thailand,Nearby Car (All),0,1,0,,0
Zhombe Joel,43500,Zimbabwe,auto_econom,0,2,0,,0
Tomok Bolon,7135,Indonesia,auto_econom,0,2,0,,0
Harunabad,23605,Pakistan,auto_econom,0,1,0,,0
Mutasa,43497,Zimbabwe,auto_econom,0,8,0,,0
Três Lagoas,5025,Brazil,auto_econom,0,33626,0,,0
Талдыкорган,177,Казахстан,auto_econom_karaganda,0,3,0,,0
La Trinidad,8125,Nicaragua,auto_econom,0,4,0,,0
Новопокровка (Область Абай),25051,Казахстан,auto_econom,0,3,0,,0
Waspám,8124,Nicaragua,auto_econom,0,2,0,,0
Kathmandu,5957,Nepal,ct_courier_nepal,0,2,0,,0
Rissani (الريصاني),13750,Morocco,auto_econom_dublicate,0,2,0,,0
Бабатай,43430,Казахстан,auto_econom,0,1,0,,0
Ahfir (احفير),9208,Morocco,auto_econom_dublicate,0,1,0,,0
Sidikalang,21366,Indonesia,auto_econom,0,2,0,,0
Zapotillo,4694,Ecuador,auto_econom,0,1,0,,0
Rosario,5501,Argentina,auto_econom_with_pet,0,1,0,,0
Araras,5085,Brazil,auto_econom,0,51416,0,,0
Дарьинское,19589,Казахстан,auto_econom,0,1,0,,0
Chivi,43449,Zimbabwe,auto_econom,0,5,0,,0
Дербисек,25058,Казахстан,auto_econom,0,2,0,,0
Asunción,5550,Paraguay,auto_econom_with_pet,0,1,0,,0
Bredasdorp,10063,South Africa,auto_econom,0,1,0,,0
Жаксыкылыш,23847,Казахстан,auto_econom,0,4,0,,0
Tamegroute (تامكروت),25313,Morocco,auto_econom_dublicate,0,1,0,,0
Santa Catalina la Tinta,7821,Guatemala,auto_econom,0,1,0,,0
Ndolwane,43476,Zimbabwe,auto_econom,0,1,0,,0
Chowk Azam,23520,Pakistan,auto_econom,0,2,0,,0
Bengkulu,5659,Indonesia,auto_econom,0,2,0,,0
Upar Hali,17728,India,auto_econom,0,1,0,,0
Rio Branco,4171,Brazil,moto_econom,0,30,0.025,1.052,0
Мостиска,23711,Украина,auto_econom_Ukraine,0,1,0,,0
Conchagua,7752,El Salvador,auto_econom,0,7,0,,0
Rehoboth,13734,Namibia,auto_econom,0,2,0,,0
Daund,14839,India,auto_econom,0,3,0,,0
Barranquilla,4243,Colombia,auto_econom_nocomment,0,30,0,,0
Khon Kaen,5889,Thailand,Comfort (Thailand),0,2,0,,0
De Aar,10375,South Africa,auto_econom,0,1,0,,0
Matina,7576,Costa Rica,auto_econom,0,1,0,,0
Corumbá,5026,Brazil,auto_econom,0,83144,0,,0
Жарма,19594,Казахстан,auto_econom,0,1,0,,0
Assis,5087,Brazil,moto_econom,0,30,0,,0
Villa Vásquez,7630,Dominican Republic,auto_econom,0,3,0,,0
Pamekasan,7100,Indonesia,auto_econom,0,1,0,,0
Ibarra,4388,Ecuador,moto_econom,0,5,0,,0
Yungay,31933,Chile,auto_econom,0,6,0,,0
Sheikhupura,5384,Pakistan,city_contractor_comfort_level_ride_mini,0,1,0,,0
Nicosia,31789,Cyprus,co_ride_cyprus,0,2,0,,0
Souk Lakhmis Dades (سوق الخميس دادس),25561,Morocco,auto_econom_dublicate,0,3,0,,0
Prakhon Chai,33246,Thailand,Nearby Car (All),0,1,0,,0
"Историко-археологический комплекс ""Танбалы""",43245,Казахстан,auto_econom,0,1,0,,0
Имантау,4850,Казахстан,auto_econom,0,3,0,,0
Макат,3917,Казахстан,auto_econom,0,2,0,,0
Bhabnan Bazar,14402,India,auto_econom,0,1,0,,0
Nueva Concepción,7802,Guatemala,auto_econom,0,4,0,,0
Santa Isabel,4650,Ecuador,auto_econom,0,1,0,,0
Deodara,14854,India,auto_econom,0,1,0,,0
Banasthali,14246,India,auto_econom,0,2,0,,0
Chillanes,4690,Ecuador,auto_econom,0,3,0,,0
Saniat Berguig (سانية بركيك),25260,Morocco,auto_econom_dublicate,0,1,0,,0
Zaouiat Sidi Kacem (زاوية سيدي قاسم),25356,Morocco,auto_econom_dublicate,0,1,0,,0
Ноокат,32094,Кыргызстан,auto_econom,0,1,0,,0
Mirpur,42752,Pakistan,moto_econom,0,1,0,,0
Mberengwa,43478,Zimbabwe,auto_econom,0,1,0,,0
San Vito,7583,Costa Rica,auto_econom,0,2,0,,0
Mandeni,12791,South Africa,auto_econom,0,1,0,,0
Cà Mau,5747,Vietnam,moto_econom,0,1,0,,0
Gadani Beach,33149,Pakistan,auto_econom,0,2,0,,0
Bagaces,7591,Costa Rica,auto_econom,0,1,0,,0
Баутино,23836,Казахстан,auto_econom,0,1,0,,0
Ahmar Laglalcha (احمر لكلالشة),25585,Morocco,auto_econom_dublicate,0,2,0,,0
Умбеталы Карибаева,26870,Казахстан,auto_econom,0,1,0,,0
Орлы,23876,Казахстан,auto_econom,0,5,0,,0
Rundu,13790,Namibia,auto_econom,0,1,0,,0
Limeira,4562,Brazil,moto_econom,0,32,0.05,1.096,0
Saraburi,7190,Thailand,Nearby Car (All),0,3,0,,0
El Dorado de Cascales,4702,Ecuador,auto_econom,0,1,0,,0
Oulad Nouel (اولاد نوال),25509,Morocco,auto_econom_dublicate,0,4,0,,0
Vicente Noble,7619,Dominican Republic,auto_econom,0,1,0,,0
Ерейментау,157,Казахстан,auto_econom_karaganda,0,1,0,,0
Turbat,5446,Pakistan,auto_econom,0,1,0,,0
Durán,7887,Ecuador,auto_econom,0,3,0,,0
Зубаир,6006,Казахстан,auto_econom,0,1,0,,0
Illizi ( ايليزي ),11967,Algeria,auto_econom,0,1,0,,0
Бозайгыр,21234,Казахстан,auto_econom,0,1,0,,0
Igbo-Ora,11944,Nigeria,auto_econom,0,1,0,,0
Chivilcoy,6578,Argentina,auto_econom_with_pet,0,1,0,,0
Молодежное (Акмолинская область),25615,Казахстан,auto_econom,0,2,0,,0
Xaisomboun,8667,Laos,auto_econom,0,4,0,,0
Жолкудук,3994,Казахстан,auto_econom,0,2,0,,0
Nueva Ocotepeque,7996,Honduras,auto_econom,0,1,0,,0
Charthaval,14673,India,auto_econom,0,1,0,,0
Ko Yao Noi,33191,Thailand,Moto (Win),0,4,0,,0
Pedernales,20021,Dominican Republic,auto_econom,0,2,0,,0
Riversdale,13754,South Africa,auto_econom,0,1,0,,0
Lambert’s Bay,39226,South Africa,auto_econom,0,1,0,,0
Hạ Long,5779,Vietnam,auto_econom,0,1,0,,0
Neiba,7647,Dominican Republic,auto_econom,0,1,0,,0
Neshuro,43486,Zimbabwe,auto_econom,0,2,0,,0
Florencia,7723,Costa Rica,auto_econom,0,2,0,,0
Ouislane (ويسلان),13514,Morocco,auto_econom_dublicate,0,1,0,,0
Kabirwala,23566,Pakistan,city_contractor_comfort_level_ride_mini,0,1,0,,0
Baubau,5649,Indonesia,auto_econom,0,1,0,,0
Hermosillo,4236,Mexico,moto_econom,4,34,0.123,1.079,0.118
Trichy,17672,India,auto_econom,0,1,0,,0
Nkayi,43455,Zimbabwe,auto_econom,0,1,0,,0
Sidi Bousber (سيدي بوصبر),25345,Morocco,auto_econom_dublicate,0,1,0,,0
Bab Berred (باب برد),25235,Morocco,auto_econom_dublicate,0,4,0,,0
Yala,7204,Thailand,Moto (Win),0,2,0,,0
La Democracia,7783,Guatemala,auto_econom,0,2,0,,0
Бухарбай батыра,31328,Казахстан,auto_econom,0,2,0,,0
Карабутак,6282,Казахстан,auto_econom,0,2,0,,0
Esquipulas,7816,Guatemala,auto_econom,0,3,0,,0
Рудный,254,Казахстан,auto_econom_karaganda,0,1,0,,0
Gilimanuk,43508,Indonesia,auto_econom,0,1,0,,0
Itzer (ايتزر),25462,Morocco,auto_econom_dublicate,0,1,0,,0
Актогай (Карагандинская область),3817,Казахстан,auto_econom,0,2,0,,0
Welkom,838,South Africa,auto_econom,0,4,0,,0
Кызылуй,23871,Казахстан,auto_econom,0,1,0,,0
Coihueco,31832,Chile,auto_econom,0,2,0,,0
Indore,6375,India,auto_econom,0,1,0,,0
Cikalongk,21359,Indonesia,auto_econom,0,1,0,,0
Divo,10464,Côte d'Ivoire,auto_econom,0,1,0,,0
Tha Muang,33334,Thailand,Nearby Car (All),0,1,0,,0
Ras Sedr,21256,Egypt,auto_econom,0,2,0,,0
Los Chiles,7715,Costa Rica,auto_econom,0,3,0,,0
Rajgurunagar,16974,India,auto_econom,0,1,0,,0
Таврическое (Восточно-Казахстанская область),25186,Казахстан,auto_econom,0,1,0,,0
Marakkanam,16266,India,auto_econom,0,1,0,,0
Киевка (Нура),3857,Казахстан,auto_econom,0,1,0,,0
Porto Seguro,5007,Brazil,moto_econom,1,36,0.009,1.016,0.028
Villa Mercedes,7350,Argentina,auto_econom_with_pet,0,1,0,,0
Bhawan Bahadur Nagar,14451,India,auto_econom,1,1,1,1.224,1
Udhampur,17694,India,auto_econom,1,1,1,1.204,1
Dalmau,14810,India,auto_econom,1,1,1,1.187,1
Goalpara,15175,India,auto_econom,1,1,1,1.176,1
Patti,16788,India,auto_econom,1,1,1,1.159,1
Chhapra,14705,India,auto_econom,1,1,1,1.151,1
Banupur,14280,India,auto_econom,1,1,1,1.126,1
Dubra,14993,India,auto_econom,1,1,1,1.123,1
Zira,17888,India,auto_econom,1,1,1,1.116,1
Daltonganj,14813,India,auto_econom,1,1,1,1.114,1
Robertsonpet,17081,India,auto_econom,1,1,1,1.085,1
Kot Fatta,15921,India,auto_econom,1,1,1,1.076,1
Mohammad Bazar,42958,India,auto_econom,1,1,1,1.07,1
Aïn El Ibel,9224,Algeria,auto_econom,1,1,1,1.061,1
Ashta,14086,India,auto_econom,1,1,1,1.061,1
Maholi,16138,India,auto_econom,1,1,1,1.021,1
Saquarema,22470,Brazil,moto_econom,1,37,0.112,1.159,0.027
Aïn Abid,9215,Algeria,auto_econom,1,1,1,1.017,1
Mallanwala Khass,16183,India,auto_econom,1,1,1,1.013,1
Machhiwara,16097,India,auto_econom,1,1,0.889,1.128,1
Vashind,17786,India,auto_econom,1,1,0.84,1.148,1
Kherli,15826,India,auto_econom,1,1,0.813,1.158,1
Tapookra,17537,India,auto_econom,1,1,0.667,1.241,1
Dhulian,14947,India,auto_econom,1,1,0.667,1.065,1
Khopoli,15835,India,auto_econom,1,1,0.5,1.167,1
Kuala Lipis,33018,Malaysia,auto_econom,1,1,0.4,1.058,1
Jind,15514,India,auto_econom,1,1,0.393,1.046,1
Jattari,15478,India,auto_econom,1,1,0.364,1.084,1
Chhachhrauli,14701,India,auto_econom,1,1,0.357,1.087,1
Sohna,42931,India,auto_econom,1,1,0.345,1.142,1
Jejuri,15485,India,auto_econom,1,1,0.333,1.139,1
Tindouf ( تيندوف ),11551,Algeria,auto_econom,1,1,0.333,1.125,1
Hurghada (الغردقة),11919,Egypt,intercity3,1,1,0.333,1.072,1
Sialkot,5390,Pakistan,intercity3,1,1,0.333,1.067,1
Tarakeswar,17538,India,auto_econom,1,1,0.273,1.132,1
Reengus,17060,India,auto_econom,1,1,0.2,1.051,1
Bonanza,8127,Nicaragua,auto_econom,1,1,0.174,1.143,1
Sallum,13864,Egypt,auto_econom,1,1,0.167,1.133,1
Talwandi Bhai,17521,India,auto_econom,1,1,0.143,1.117,1
Aïn Oussera ( عين وسارة ),9236,Algeria,auto_econom,1,1,0.125,1.122,1
Shohratgarh,17344,India,auto_econom,1,1,0.083,1.173,1
Kolar,15889,India,auto_econom,1,2,0.857,1.097,0.5
Kannur,15648,India,auto_econom,1,2,0.625,1.105,0.5
Jewar,15491,India,auto_econom,1,2,0.613,1.133,0.5
Dewa,14890,India,auto_econom,1,2,0.56,1.103,0.5
Sidi Ghazi,11280,Egypt,auto_econom,1,2,0.533,1.198,0.5
Nawanshahr,16561,India,auto_econom,1,2,0.533,1.124,0.5
Satrikh,17243,India,auto_econom,1,2,0.522,1.149,0.5
Rafah ( رفح ),13693,Egypt,auto_econom,1,2,0.5,1.146,0.5
Dahegam,14800,India,auto_econom,1,2,0.5,1.131,0.5
Tira Sujanpur,17633,India,auto_econom,1,2,0.5,1.104,0.5
Taraori,17542,India,auto_econom,1,2,0.471,1.066,0.5
Raebareli,6662,India,auto_econom,1,2,0.448,1.083,0.5
Kshidirpur,15957,India,auto_econom,1,2,0.364,1.106,0.5
Al Hamool ( الحمول ),9294,Egypt,auto_econom,1,2,0.359,1.191,0.5
Dhanbad,6374,India,auto_econom,1,2,0.339,1.103,0.5
Ubatuba,32155,Brazil,moto_econom,0,40,0,,0
Rampurhat,17017,India,auto_econom,1,2,0.333,1.1,0.5
Atibaia,19629,Brazil,moto_econom,0,40,0,,0
Saha,17116,India,auto_econom,1,2,0.273,1.058,0.5
Berhampore,14392,India,auto_econom,1,2,0.25,1.063,0.5
Raiganj,6922,India,auto_econom,1,2,0.25,1.001,0.5
Muzaffarnagar,6768,India,auto_econom,1,2,0.241,1.123,0.5
Babat,7078,Indonesia,moto_econom,0,14,0,,0
Sete Lagoas,4764,Brazil,moto_econom,0,41,0,,0
Rabupura,16933,India,auto_econom,1,2,0.091,1.095,0.5
Chongwe,10267,Zambia,auto_econom,1,2,0.045,1.032,0.5
Gajraula,15087,India,auto_econom,1,3,0.591,1.159,0.333
Kammpung Gerik,37067,Malaysia,auto_econom,1,3,0.5,1.312,0.333
Bajna,14200,India,auto_econom,1,3,0.5,1.145,0.333
Nainital,37718,India,auto_econom,1,3,0.5,1.061,0.333
Gujrat,5385,Pakistan,Ride A/C,1,3,0.459,1.199,0.333
Alibag,13949,India,auto_econom,1,3,0.368,1.109,0.333
Quevedo,4393,Ecuador,moto_econom,0,2,0,,0
Oum El Bouaghi,13519,Algeria,auto_econom,1,3,0.317,1.161,0.333
Jagraon,15410,India,auto_econom,1,3,0.314,1.088,0.333
Shahbad,17291,India,auto_econom,1,3,0.308,1.115,0.333
Samrala,17167,India,auto_econom,1,3,0.306,1.123,0.333
Бесагаш,4140,Казахстан,auto_econom,1,3,0.273,1.068,0.333
Oued Rhiou ( واد رهيو ),19535,Algeria,auto_econom,1,3,0.231,1.196,0.333
Jos,4344,Nigeria,auto_econom,1,3,0.227,1.149,0.333
Castanhal,5041,Brazil,moto_econom,2,43,0.06,1.104,0.047
Aracati,21528,Brazil,moto_econom,1,43,0.067,1.106,0.023
Córdoba,5488,Argentina,auto_econom_with_pet,1,3,0.222,1.155,0.333
Adrar ( أدرار ),9174,Algeria,auto_econom,1,3,0.2,1.088,0.333
Đồng Hới,5775,Vietnam,auto_econom,1,3,0.167,1.086,0.333
Ouargla ( ورڨلة ),13500,Algeria,auto_econom,1,3,0.143,1.162,0.333
Goniana,15203,India,auto_econom,1,3,0.091,1.102,0.333
Gangtok,5251,India,auto_econom,1,4,0.625,1.11,0.25
Nalagarh,16479,India,auto_econom,1,4,0.5,1.135,0.25
Ganaur,15091,India,auto_econom,1,4,0.473,1.107,0.25
Dellys,43411,Algeria,auto_econom,1,4,0.462,1.135,0.25
Anandpur Sahib,14020,India,auto_econom,1,4,0.345,1.105,0.25
Ынтымак,4136,Казахстан,auto_econom,1,4,0.333,1.051,0.25
Tiaret ( تيارت ),11532,Algeria,auto_econom,1,4,0.32,1.225,0.25
Camocim,21667,Brazil,moto_econom,3,44,0.047,1.239,0.068
Nilokheri,16594,India,auto_econom,1,4,0.286,1.074,0.25
Sunam,17481,India,auto_econom,1,4,0.133,1.029,0.25
Mukand Pur,16380,India,auto_econom,1,4,0.118,1.088,0.25
Blumenau,4175,Brazil,moto_econom,2,44,0.147,1.138,0.045
São Leopoldo,6959,Brazil,moto_econom,0,44,0.171,1.202,0
Puerto Cabezas,8164,Nicaragua,auto_econom,1,4,0.083,1.014,0.25
Kairouan (القيروان),12112,Tunisia,auto_econom_tunis,1,4,0.077,1.068,0.25
Kharar,15798,India,auto_econom,1,5,0.483,1.093,0.2
Baling,36472,Malaysia,auto_econom,1,5,0.429,1.094,0.2
Diriomo,8132,Nicaragua,auto_econom,1,5,0.412,1.04,0.2
Palampur,21311,India,auto_econom,1,5,0.333,1.158,0.2
Faridkot,15049,India,auto_econom,1,5,0.321,1.066,0.2
Amloh,14004,India,auto_econom,1,5,0.25,1.106,0.2
Laghouat ( الأغواط ),12560,Algeria,auto_econom,1,5,0.222,1.081,0.2
Manali,16193,India,auto_econom,1,5,0.216,1.145,0.2
Pathankot,16772,India,auto_econom,1,5,0.113,1.102,0.2
Tanjungbalai,5686,Indonesia,auto_econom,1,5,0.108,1.114,0.2
Jaynagar,42967,India,auto_econom,1,6,0.385,1.17,0.167
Contai,14784,India,auto_econom,1,6,0.353,1.109,0.167
Madurai,6393,India,auto_econom,1,6,0.241,1.117,0.167
Aligarh,6759,India,auto_econom,1,6,0.235,1.153,0.167
Mahilpur,16133,India,auto_econom,1,6,0.188,1.085,0.167
Huánuco,5613,Peru,mototaxi,1,6,0.111,1.452,0.167
Calabar,4328,Nigeria,auto_econom,1,6,0.07,1.041,0.167
Epe,10651,Nigeria,auto_econom,1,7,0.5,1.122,0.143
Panipat,6699,India,auto_econom,1,7,0.44,1.145,0.143
Raub,33019,Malaysia,auto_econom,1,7,0.303,1.206,0.143
Đông Hà,7184,Vietnam,auto_econom,1,7,0.16,1.141,0.143
Ponta Grossa,4177,Brazil,moto_econom,7,45,0.219,1.143,0.156
Sirhind-Fategarh,17402,India,auto_econom,1,7,0.16,1.12,0.143
Sikandrabad,17366,India,auto_econom,1,8,0.455,1.116,0.125
Delhi NCR,5233,India,auto_econom,1,8,0.374,1.112,0.125
Puri,16915,India,auto_econom,1,8,0.308,1.134,0.125
Dakar,6278,Senegal,auto_econom,1,8,0.151,1.087,0.125
Bluefields,8163,Nicaragua,auto_econom,1,8,0.077,1.059,0.125
Raiganj,21326,India,auto_econom,1,8,0.056,1.077,0.125
Hosh Essa ( حوش عيسى ),11907,Egypt,auto_econom,1,10,0.569,1.199,0.1
Jitpur Simara,5956,Nepal,auto_econom,1,10,0.5,1.094,0.1
Bhiwadi,14470,India,auto_econom,1,10,0.234,1.145,0.1
Una,17720,India,auto_econom,1,10,0.226,1.074,0.1
Bareilly,6760,India,auto_econom,1,10,0.19,1.098,0.1
Nagarote,8149,Nicaragua,auto_econom,1,11,0.308,1.131,0.091
Sumusta ( سمسوطة الوقف ),11393,Egypt,auto_econom,1,11,0.273,1.087,0.091
Aïn Témouchent ( عين تموشنت ),9240,Algeria,auto_econom,1,11,0.063,1.146,0.091
Uluberia,6786,India,auto_econom,1,12,0.288,1.105,0.083
Tây Ninh,5787,Vietnam,moto_econom,0,4,0,,0
Алматы,169,Казахстан,auto_econom,1,12,0.196,1.182,0.083
Manjung,5918,Malaysia,auto_econom,1,12,0.046,1.152,0.083
Farshut ( فرشوط ),10721,Egypt,auto_econom,1,14,0.235,1.148,0.071
Топар,3815,Казахстан,auto_econom,1,14,0.025,1.012,0.071
Rangkasbitung,7045,Indonesia,auto_econom,1,15,0.055,1.094,0.067
Doraha,6649,India,auto_econom,1,16,0.207,1.103,0.063
Andahuaylas,6120,Peru,auto_econom,1,16,0.017,1.026,0.063
Tarma,19881,Peru,auto_econom,1,17,0.306,1.206,0.059
Jayapura,5630,Indonesia,auto_econom,1,17,0.061,1.078,0.059
San Julián,7377,Bolivia,auto_econom,1,18,0.22,1.087,0.056
Valle Grande,31928,Chile,auto_econom,1,18,0.154,1.069,0.056
Tripoli (طرابلس),11608,Lebanon,auto_econom_dublicate,1,19,0.113,1.271,0.053
Skikda ( سكيكدة ),11334,Algeria,auto_econom,1,20,0.08,1.135,0.05
Al Qurayn,9334,Egypt,auto_econom,1,21,0.374,1.168,0.048
Baltim ( بلطيم ),9704,Egypt,auto_econom,1,22,0.211,1.133,0.045
Teluk Intan,7171,Malaysia,auto_econom,1,22,0.031,1.136,0.045
Dairut ( ديروط ),19509,Egypt,auto_econom,1,23,0.214,1.115,0.043
Sangrur,6656,India,auto_econom,1,23,0.13,1.095,0.043
Puducherry,6522,India,auto_econom,1,25,0.014,1.101,0.04
Долинка,3807,Казахстан,auto_econom,1,27,0.18,1.144,0.037
Bintulu,5930,Malaysia,auto_econom,1,31,0.032,1.052,0.032
Probolinggo,5670,Indonesia,auto_econom,1,33,0.215,1.146,0.03
Swakopmund,11405,Namibia,auto_econom,1,34,0.04,1.071,0.029
Белколь,23837,Казахстан,auto_econom,1,36,0.245,1.111,0.028
Bordj Bou Arréridj ( برج بو عريريج ),10009,Algeria,auto_econom,1,36,0.107,1.202,0.028
Visakhapatnam[a],6368,India,auto_econom,1,39,0.01,1.101,0.026
Talagang,23533,Pakistan,auto_econom,1,43,0.074,1.228,0.023
Tampa,26513,USA,inDrive,1,49,0.075,1.094,0.02
Agra,6396,India,Rickshaw,1,51,0.044,1.093,0.02
Huamachuco,19879,Peru,auto_econom,1,50,0.019,1.166,0.02
Bizerte (بنزرت),9951,Tunisia,auto_econom_tunis,1,55,0.087,1.107,0.018
Trujillo,4257,Peru,Mototaxi_Peru,1,63,0.084,1.331,0.016
Varanasi,6398,India,auto_econom,1,62,0.056,1.093,0.016
Huacho,6124,Peru,Trimoto,1,74,0.083,1.271,0.014
Sidi Bel Abbès ( سيدي بلعباس ),11275,Algeria,auto_econom,1,80,0.087,1.138,0.013
Middelburg,4571,South Africa,auto_econom,1,83,0.032,1.08,0.012
Tarapoto,5614,Peru,auto_econom,1,106,0.029,1.242,0.009
Khemisset (الخميسات),12327,Morocco,auto_econom_dublicate,1,123,0.059,1.149,0.008
Agra,6396,India,auto_econom,1,128,0.054,1.083,0.008
Jamshedpur,6467,India,auto_econom,1,118,0.018,1.087,0.008
Pietermaritzburg,805,South Africa,city_order_type_title_six_seater XL,1,136,0.049,1.126,0.007
Акшукур,23831,Казахстан,auto_econom,1,136,0.04,1.079,0.007
Kwekwe,12538,Zimbabwe,auto_econom,1,137,0.039,1.132,0.007
Miami,26511,USA,inDrive Pet,1,179,0.05,1.076,0.006
Thai Nguyen,5790,Vietnam,auto_econom,1,161,0.006,1.048,0.006
Los Lagos,33105,Chile,auto_econom,1,190,0.014,1.065,0.005
Mejillones,31876,Chile,auto_econom,1,195,0.011,1.336,0.005
Kochi,6473,India,auto_econom,1,219,0.003,1.098,0.005
Izmir,5848,Turkey,Yellow Izmir,1,265,0.007,1.035,0.004
Tierra Amarilla,31924,Chile,auto_econom,1,366,0.078,1.208,0.003
Hue,5793,Vietnam,auto_econom,1,373,0.053,1.099,0.003
Caldera,31814,Chile,auto_econom,1,289,0.018,1.159,0.003
La Vega,7666,Dominican Republic,auto_econom,1,359,0.015,1.318,0.003
Higüey,5526,Dominican Republic,auto_econom,1,505,0.009,1.434,0.002
Villarrica,7473,Chile,auto_econom,1,923,0.004,1.396,0.001
Alcântara,21490,Brazil,auto_econom,1,2,0.417,1.089,0.5
Assis Chateaubriand,21552,Brazil,auto_econom,1,2,0.111,1.058,0.5
Bangkok & Vicinity,850,Thailand,4-seater Saver_th,1,50828,0,1.059,0
Quatá,32554,Brazil,auto_econom,1,3,0.25,1.138,0.333
Barra Mansa,21581,Brazil,auto_econom,1,7,0.192,1.075,0.143
Ouro Preto,22179,Brazil,auto_econom,1,12,0.276,1.305,0.083
Benevides,21597,Brazil,moto_econom,2,56,0.171,1.242,0.036
